Tag	Tag File Name	Seq	Folder	Title	Author
balance	balance.html	4	quotes	Continually debating people and never winning	Scott Adams
balance	balance.html	4	quotes	Everything had nuance	Celeste Ng
balance	balance.html	4	quotes	A foolish consistency	Ralph Waldo Emerson
balance	balance.html	4	quotes	Fruitful tension	Trygve Throntveit
balance	balance.html	4	quotes	It is foolish to view realism and idealism as incompatible	John McCain
balance	balance.html	4	quotes	When Growth Becomes a Supreme Good	Yuval Noah Harari
balance	balance.html	4	quotes	A Work Ethic Gone Mad	Matthew Stewart
change	change.html	4	quotes	Change is the one constant when it comes to culture	Wade Davis
communication	communication.html	4	quotes	The press is so powerful in its image-making role	Malcolm X
communication	communication.html	4	quotes	We bludgeon one another with facts and theories	Henry Miller
community	community.html	4	quotes	An assembly that meshes over a specific problem	John Summers
community	community.html	4	quotes	We internalize new cultural identities and codes	Michael Morris
connection	connection.html	4	quotes	All children of our Earth	Aleksandr Aleksandrov
connection	connection.html	4	quotes	The better angels of our nature	Abraham Lincoln
connection	connection.html	4	quotes	By Gifts One Makes Slaves	Peter Freuchen
connection	connection.html	4	quotes	The Challenge of Swing	Wynton Marsalis
connection	connection.html	4	quotes	Crosscutting Alliances	Steven Levitsky and Daniel Ziblatt
connection	connection.html	4	quotes	A diminishing sense of shared humanity	Brené Brown
connection	connection.html	4	quotes	Discovering that I am Nobody	Josiah Royce
connection	connection.html	4	quotes	An emotional poverty so bottomless	James Baldwin
connection	connection.html	4	quotes	First they came...	Martin Niemöller
connection	connection.html	4	quotes	Generosity Among the Rich	G. K. Chesterton
connection	connection.html	4	quotes	Good Management is Like The Beatles	Steve Jobs
connection	connection.html	4	quotes	The Half-Finished Heaven	Tomas Tranströmer
connection	connection.html	4	quotes	History as Postmodern Collage	Joe Boyd
connection	connection.html	4	quotes	Increase nurturance thoughout the life span	David Sloan Wilson
connection	connection.html	4	quotes	Life is a series of daring adventures from a secure base	David Brooks
connection	connection.html	4	quotes	Life is more like settling a sequence of villages	David Brooks
connection	connection.html	4	quotes	A Long Conversation	Bruce Springsteen
connection	connection.html	4	quotes	Moral Sawdust	John Dickson Carr and Cecil Street
connection	connection.html	4	quotes	Moving across the city's great broken body	Ross MacDonald
connection	connection.html	4	quotes	Nurturance is a master variable	David Sloan Wilson
connection	connection.html	4	quotes	Only Connect	E. M. Forster
connection	connection.html	4	quotes	The only thing that's constant there is other people	Jim Coan
connection	connection.html	4	quotes	Peaceful ends through peaceful means	Martin Luther King Jr.
connection	connection.html	4	quotes	People are finally finding out that the guy next door isn't a bad egg	Robert Riskin
connection	connection.html	4	quotes	Practice kindness all day to everybody	Jack Kerouac
connection	connection.html	4	quotes	Public morality	Robert B. Reich
connection	connection.html	4	quotes	Records we made together in the sixties	Joe Boyd
connection	connection.html	4	quotes	Selfish and contentious people will not cohere	Charles Darwin
connection	connection.html	4	quotes	Single Garment of Destiny	Martin Luther King Jr.
connection	connection.html	4	quotes	The Team, The Team, The Team	Bo Schembechler
connection	connection.html	4	quotes	Think globally, act locally	Disputed
connection	connection.html	4	quotes	The Third Place	Ray Oldenburg
connection	connection.html	4	quotes	This dear fucked-up planet	Henry Miller
connection	connection.html	4	quotes	To Give in the Same Measure	Albert Einstein
connection	connection.html	4	quotes	We bludgeon one another with facts and theories	Henry Miller
connection	connection.html	4	quotes	The Web of Life	Ted Perry
connection	connection.html	4	quotes	We must welcome the stranger	Bibi Bahrami
connection	connection.html	4	quotes	We vastly underestimate the impact of our immediate environment on our behavior	Dave Mayer
connection	connection.html	4	quotes	You have your position because of the events of history	Martin Luther King Jr.
critical thinking	critical-thinking.html	4	quotes	Belief in Impossible Things	Tom DeMarco and Timothy Lister
critical thinking	critical-thinking.html	4	quotes	Belief is the end of Observation	Milton Glaser
critical thinking	critical-thinking.html	4	quotes	Be more curious about ideas	Marie Curie
critical thinking	critical-thinking.html	4	quotes	Capitalism as a Market Society	Yanis Varoufakis
critical thinking	critical-thinking.html	4	quotes	The Celestial Teapot	Bertrand Russell
critical thinking	critical-thinking.html	4	quotes	The Columbia Disaster	Dennis Stauffer
critical thinking	critical-thinking.html	4	quotes	Confusion leads to understanding	Vishavjit Singh
critical thinking	critical-thinking.html	4	quotes	Conventional Views	John Kenneth Galbraith
critical thinking	critical-thinking.html	4	quotes	Cost of Education	Derek Bok
critical thinking	critical-thinking.html	4	quotes	Critical Thinking Followed by Action	Dalai Lama
critical thinking	critical-thinking.html	4	quotes	The Cult of Ignorance	Isaac Asimov
critical thinking	critical-thinking.html	4	quotes	A Dark Procession	Margery Allingham
critical thinking	critical-thinking.html	4	quotes	The Discomfort of Thought	John F. Kennedy
critical thinking	critical-thinking.html	4	quotes	Easy Solutions	H. L. Mencken
critical thinking	critical-thinking.html	4	quotes	Education demands a certain daring	James Baldwin
critical thinking	critical-thinking.html	4	quotes	Entertain a Thought	Aristotle
critical thinking	critical-thinking.html	4	quotes	ESPN president meets Steve Jobs	Tom Shales and James Andrew Miller
critical thinking	critical-thinking.html	4	quotes	Everyone is entitled to his own opinion, but not his own facts	Daniel Patrick Moynihan
critical thinking	critical-thinking.html	4	quotes	The evil in the world comes almost always from ignorance	Albert Camus
critical thinking	critical-thinking.html	4	quotes	Exponential growth in a finite world	Kenneth Boulding
critical thinking	critical-thinking.html	4	quotes	Facts are Facts	Peter Kann
critical thinking	critical-thinking.html	4	quotes	A First-Rate Intelligence	F. Scott Fitzgerald
critical thinking	critical-thinking.html	4	quotes	The Four-Fold Way	Angeles Arrien
critical thinking	critical-thinking.html	4	quotes	Fuzzy Concept	Ansel Adams
critical thinking	critical-thinking.html	4	quotes	Gradually and then suddenly	Ernest Hemingway
critical thinking	critical-thinking.html	4	quotes	Great minds discuss ideas	Eleanor Roosevelt
critical thinking	critical-thinking.html	4	quotes	Hard Discipline of Reasonableness and Honesty	Gilbert Murray
critical thinking	critical-thinking.html	4	quotes	Intellectual Debate	John Stuart Mill
critical thinking	critical-thinking.html	4	quotes	Learning from Experience	Peter Senge
critical thinking	critical-thinking.html	4	quotes	Men Fear Thought	Bertrand Russell
critical thinking	critical-thinking.html	4	quotes	Merely a Muddle	Michael Innes
critical thinking	critical-thinking.html	4	quotes	Model II Decision-Making	Chris Argyris and Donald Schön
critical thinking	critical-thinking.html	4	quotes	Model II Values	Chris Argyris and Donald Schön
critical thinking	critical-thinking.html	4	quotes	Most advertising an insane irrelevance	Raymond Williams
critical thinking	critical-thinking.html	4	quotes	Muddled thinking and self-deception	Margery Allingham
critical thinking	critical-thinking.html	4	quotes	The Myth of Simple Truths	Scott F. Aikin and Robert B. Talisse
critical thinking	critical-thinking.html	4	quotes	Nirvana Antipattern	William J. Brown, Hays W. McCormick III and Scott W. Thomas
critical thinking	critical-thinking.html	4	quotes	No Perfect Answer	Barack Obama
critical thinking	critical-thinking.html	4	quotes	Occasions When the Intellect Retires Gracefully	Margery Allingham
critical thinking	critical-thinking.html	4	quotes	The Other Side of Complexity	Oliver Wendell Holmes
critical thinking	critical-thinking.html	4	quotes	People are happy to give away their most valuable asset	Yuval Noah Harari
critical thinking	critical-thinking.html	4	quotes	The point of modern propaganda	Garry Kasparov
critical thinking	critical-thinking.html	4	quotes	Politics and the Debasement of Language	George Orwell
critical thinking	critical-thinking.html	4	quotes	The press is so powerful in its image-making role	Malcolm X
critical thinking	critical-thinking.html	4	quotes	Public Truth	Robert B. Reich
critical thinking	critical-thinking.html	4	quotes	Pursue not happiness, but discernment	Marlon Brando
critical thinking	critical-thinking.html	4	quotes	Rationality is not the strong suit of our species	Michael Morris
critical thinking	critical-thinking.html	4	quotes	Reversible vs. Irreversible Decisions	Jeff Bezos
critical thinking	critical-thinking.html	4	quotes	Seeing the Bigger Picture from Multiple Angles	Jeff Bezos and Jason Fried
critical thinking	critical-thinking.html	4	quotes	Seeking ways to disagree with myself	Yanis Varoufakis
critical thinking	critical-thinking.html	4	quotes	Six Impossible Things Before Breakfast	Lewis Carroll
critical thinking	critical-thinking.html	4	quotes	Skepticism and Openness	Carl Sagan
critical thinking	critical-thinking.html	4	quotes	Successful Planning	Dashiell Hammett
critical thinking	critical-thinking.html	4	quotes	Symbolic Language	David Christian
critical thinking	critical-thinking.html	4	quotes	Taking a Fence Down	G. K. Chesterton
critical thinking	critical-thinking.html	4	quotes	Ten Commandments for Teachers	Bertrand Russell
critical thinking	critical-thinking.html	4	quotes	Terrible with raisins in it	Dorothy Parker
critical thinking	critical-thinking.html	4	quotes	Thinking's a Dizzy Business	Dashiell Hammett
critical thinking	critical-thinking.html	4	quotes	Thinking should be generous and have a good appetite	Sarah Bakewell
critical thinking	critical-thinking.html	4	quotes	This faith in consciousness	Walter Mosley
critical thinking	critical-thinking.html	4	quotes	Those Sharp, Scratchy, Harsh, Almost Unpleasant Guys	Thomas J. Watson, Jr
critical thinking	critical-thinking.html	4	quotes	To differentiate truth from falsehood	Robert B. Reich
critical thinking	critical-thinking.html	4	quotes	To prolong our presence on the face of the Earth	Jonas Salk
critical thinking	critical-thinking.html	4	quotes	Torturing the Data	Darrell Huff
critical thinking	critical-thinking.html	4	quotes	The Underlying Principle of the Problem	Steve Jobs
critical thinking	critical-thinking.html	4	quotes	Unintelligible Propositions	Thomas Jefferson
critical thinking	critical-thinking.html	4	quotes	Until you make the unconscious conscious	Carl Jung
critical thinking	critical-thinking.html	4	quotes	Violent Opposition from Mediocre Minds	Albert Einstein
critical thinking	critical-thinking.html	4	quotes	We are Doing our Best	Winston Churchill
critical thinking	critical-thinking.html	4	quotes	We are what we pretend to be	Kurt Vonnegut
critical thinking	critical-thinking.html	4	quotes	We don't even own suits	Apple
critical thinking	critical-thinking.html	4	quotes	We have wonderful arguments	Steve Jobs
critical thinking	critical-thinking.html	4	quotes	We Must Respect the Other Fellow's Religion	H. L. Mencken
critical thinking	critical-thinking.html	4	quotes	When his salary depends on his not understanding it	Upton Sinclair
critical thinking	critical-thinking.html	4	quotes	Where the Puck is Going to Be	Steve Jobs
cultural evolution	cultural-evolution.html	4	quotes	All the World's Cultures Now Available to Us	Ken Wilber
cultural evolution	cultural-evolution.html	4	quotes	Ancient ethnic sores belching fire	Don Beck and Chris Cowan
cultural evolution	cultural-evolution.html	4	quotes	The Arc of History	Martin Luther King Jr.
cultural evolution	cultural-evolution.html	4	quotes	Authentic cultures	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	The Awesome Power of Culture	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	Belief is the end of Observation	Milton Glaser
cultural evolution	cultural-evolution.html	4	quotes	Between-group selection became the primary evolutionary force	David Sloan Wilson
cultural evolution	cultural-evolution.html	4	quotes	the biological evolution of Homo sapiens was usurped by socio-cultural evolution	Jürgen Klüver
cultural evolution	cultural-evolution.html	4	quotes	The brightest goat in the herd	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	Changing the World	Margaret Mead
cultural evolution	cultural-evolution.html	4	quotes	Chaos and Mediocrity	Joe Boyd
cultural evolution	cultural-evolution.html	4	quotes	Counter-Culture's own values and aesthetics decayed	Joe Boyd
cultural evolution	cultural-evolution.html	4	quotes	Cultural, as opposed to biological, evolution	Edwin G. Pulleyblank
cultural evolution	cultural-evolution.html	4	quotes	Culture and psyche are inexorably intertwined	Michael Morris
cultural evolution	cultural-evolution.html	4	quotes	Culture can be either mutualistic or predatory	Victor Hwang
cultural evolution	cultural-evolution.html	4	quotes	Cultures as a kind of mental infection	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	The Discomfort of Thought	John F. Kennedy
cultural evolution	cultural-evolution.html	4	quotes	Egocentric Existence	Clare W. Graves
cultural evolution	cultural-evolution.html	4	quotes	The entire pageant of human history	David Sloan Wilson
cultural evolution	cultural-evolution.html	4	quotes	The Eternal Struggle for Human Rights	Albert Einstein
cultural evolution	cultural-evolution.html	4	quotes	Evolutionary success and individual suffering	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	The Extent of Freedom in All of its Dimensions	Anthony M. Kennedy
cultural evolution	cultural-evolution.html	4	quotes	Fear of Missing Out	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	The Fragile Constructs of History	Eamonn Kelly
cultural evolution	cultural-evolution.html	4	quotes	From a biological perspective, nothing is unnatural	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	The historical trajectory of violence	Steven Pinker
cultural evolution	cultural-evolution.html	4	quotes	History is something very few people have been doing	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	Homophobia	Ken Wilber
cultural evolution	cultural-evolution.html	4	quotes	Human imagination more than biological reality	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	If the future of humanity is decided in your absence	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	I'll take the big sordid dirty crooked city	Raymond Chandler
cultural evolution	cultural-evolution.html	4	quotes	I must study politics and war	John Adams
cultural evolution	cultural-evolution.html	4	quotes	Inextricably Linked in Freedom	Wynton Marsalis
cultural evolution	cultural-evolution.html	4	quotes	Institutions must advance and keep pace with the times	Thomas Jefferson
cultural evolution	cultural-evolution.html	4	quotes	Levels of Development	Ken Wilber
cultural evolution	cultural-evolution.html	4	quotes	Luxuries tend to become necessities	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	The Makers of Things	Barack Obama
cultural evolution	cultural-evolution.html	4	quotes	Man's nature is an open, constantly evolving system	Clare W. Graves
cultural evolution	cultural-evolution.html	4	quotes	Merely Thoroughly Outrageous	Margery Allingham
cultural evolution	cultural-evolution.html	4	quotes	Moral Religion	Albert Einstein
cultural evolution	cultural-evolution.html	4	quotes	Most sociopolitical hierarchies lack a logical or biological basis	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	Myths are stronger than anyone could have imagined	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	Never Knew Cocaine to Improve Anything	Joe Boyd
cultural evolution	cultural-evolution.html	4	quotes	No Philosophy of Family Life	David Brooks
cultural evolution	cultural-evolution.html	4	quotes	No single natural way of life for Sapiens	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	Only a Human Being	Albert Einstein
cultural evolution	cultural-evolution.html	4	quotes	The only dependable things are humility and looking	Richard Powers
cultural evolution	cultural-evolution.html	4	quotes	Our long-term personal and societal goals	David Sloan Wilson
cultural evolution	cultural-evolution.html	4	quotes	Our Social Order Now in a State of Permanent Flux	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	Our species does represent a new evolutionary process	David Sloan Wilson
cultural evolution	cultural-evolution.html	4	quotes	Push Outward	Michel Foucault
cultural evolution	cultural-evolution.html	4	quotes	Rationality is not the strong suit of our species	Michael Morris
cultural evolution	cultural-evolution.html	4	quotes	The Real Problem of Humanity	E. O. Wilson
cultural evolution	cultural-evolution.html	4	quotes	Religions are great bushy trees	David Sloan Wilson
cultural evolution	cultural-evolution.html	4	quotes	Sacred values	David R. Samson
cultural evolution	cultural-evolution.html	4	quotes	Sixties Surpluses of Money and Time	Joe Boyd
cultural evolution	cultural-evolution.html	4	quotes	The system has been shaping and reshaping our minds	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	These principles have no objective validity	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	This Highest Kind of Religious Feeling	Albert Einstein
cultural evolution	cultural-evolution.html	4	quotes	Those who tolerate or encourage evil	Albert Einstein
cultural evolution	cultural-evolution.html	4	quotes	Thralls to group instincts	Walter Mosley
cultural evolution	cultural-evolution.html	4	quotes	The Three Tribal Instincts	Michael Morris
cultural evolution	cultural-evolution.html	4	quotes	The time-worn yoke of their opinions	Ralph Waldo Emerson
cultural evolution	cultural-evolution.html	4	quotes	The Toxic Mix of Religion and Tribalism	E. O. Wilson
cultural evolution	cultural-evolution.html	4	quotes	A tribe is a creed	David R. Samson
cultural evolution	cultural-evolution.html	4	quotes	An ultracultural species is born	Brian Hare and Vanessa Woods
cultural evolution	cultural-evolution.html	4	quotes	A vast repository of information learned and passed down from previous generations	David Sloan Wilson
cultural evolution	cultural-evolution.html	4	quotes	The way the hammer shapes the hand	Jackson Browne
cultural evolution	cultural-evolution.html	4	quotes	We have the capacity to envision a better future and make it a reality	Victor Hwang
cultural evolution	cultural-evolution.html	4	quotes	Why study history?	Yuval Noah Harari
cultural evolution	cultural-evolution.html	4	quotes	You have your position because of the events of history	Martin Luther King Jr.
culture	culture.html	4	quotes	Change is the one constant when it comes to culture	Wade Davis
dance	dance.html	4	quotes	You can't dance cheerfully	Rex Stout
death	death.html	4	quotes	Dying is a very dull, dreary affair	W. Somerset Maugham
democracy	democracy.html	4	quotes	An agenda of ambition and hope	Emmanuel Macron
democracy	democracy.html	4	quotes	Americans' faith in democracy is at a record low	Leah Greenberg and Ezra Levin
democracy	democracy.html	4	quotes	The Credibility of a Comedian	Jon Stewart
democracy	democracy.html	4	quotes	Crosscutting Alliances	Steven Levitsky and Daniel Ziblatt
democracy	democracy.html	4	quotes	Democracy is Worst Form of Government	Winston Churchill
democracy	democracy.html	4	quotes	Mass Movements and Boredom	Eric Hoffer
democracy	democracy.html	4	quotes	A multiethnic democracy in which no particular ethnic group is in the majority	Danielle Allen
democracy	democracy.html	4	quotes	The Opposite of Popularizing Economics	Yanis Varoufakis
democracy	democracy.html	4	quotes	The Paranoid Style in American Politics	Richard Hofstadter
democracy	democracy.html	4	quotes	Public morality	Robert B. Reich
democracy	democracy.html	4	quotes	Struggling against irrelevance	Yuval Noah Harari
democracy	democracy.html	4	quotes	The Ultimate Democracy	Paul McCartney
democracy	democracy.html	4	quotes	Unwritten Democratic Norms	Steven Levitsky and Daniel Ziblatt
democracy	democracy.html	4	quotes	What Democracy Is	E. B. White
democracy	democracy.html	4	quotes	What would a new social compact look like?	Edward Luce
democracy	democracy.html	4	quotes	Writing off half of society as deplorable	Edward Luce
design	design.html	4	quotes	Design is not Appearance	Milton Glaser
design	design.html	4	quotes	Design is the fundamental soul of a man-made creation	Steve Jobs
design	design.html	4	quotes	Economics is essentially a question of design	Kate Raworth
design	design.html	4	quotes	Engineer and designer need to party together	Michael Lopp
design	design.html	4	quotes	We have wonderful arguments	Steve Jobs
diversity	diversity.html	4	quotes	Ancient ethnic sores belching fire	Don Beck and Chris Cowan
diversity	diversity.html	4	quotes	Crosscutting Alliances	Steven Levitsky and Daniel Ziblatt
diversity	diversity.html	4	quotes	Diversity Helps Your Business -- But Not The Way You Think	Katherine Phillips
diversity	diversity.html	4	quotes	The Divine Gift of Purely Nonsensical Speech and Action	Edmund Crispin
diversity	diversity.html	4	quotes	First they came...	Martin Niemöller
diversity	diversity.html	4	quotes	Homophobia	Ken Wilber
diversity	diversity.html	4	quotes	Ism-mania	Robert Riskin
diversity	diversity.html	4	quotes	Model II Decision-Making	Chris Argyris and Donald Schön
diversity	diversity.html	4	quotes	A multiethnic democracy in which no particular ethnic group is in the majority	Danielle Allen
diversity	diversity.html	4	quotes	Postel’s Law	Jon Postel
diversity	diversity.html	4	quotes	Public morality	Robert B. Reich
diversity	diversity.html	4	quotes	A raving demagogue counseling hatred	Carl Sagan and Ann Druyan
diversity	diversity.html	4	quotes	Seeing the Bigger Picture from Multiple Angles	Jeff Bezos and Jason Fried
diversity	diversity.html	4	quotes	Ten Commandments for Teachers	Bertrand Russell
diversity	diversity.html	4	quotes	We don't even own suits	Apple
economics	economics.html	4	quotes	Economies that enable us to thrive	Kate Raworth
education	education.html	4	quotes	An agenda of ambition and hope	Emmanuel Macron
education	education.html	4	quotes	Conscious Improvement for the Masses	Edward Luce
education	education.html	4	quotes	Cost of Education	Derek Bok
education	education.html	4	quotes	Defending the pursuit of learning	John F. Kennedy
education	education.html	4	quotes	Education demands a certain daring	James Baldwin
education	education.html	4	quotes	The evil in the world comes almost always from ignorance	Albert Camus
education	education.html	4	quotes	Hands that must work	Lauretta Bender
education	education.html	4	quotes	Ignorant and Free	Thomas Jefferson
education	education.html	4	quotes	I must study politics and war	John Adams
education	education.html	4	quotes	Intelligence plus Character	Martin Luther King Jr.
education	education.html	4	quotes	Investing in other people's children	Robert Putnam
education	education.html	4	quotes	Learning from Experience	Peter Senge
education	education.html	4	quotes	Learning how to exercise some control over how and what you think	David Foster Wallace
education	education.html	4	quotes	Life is a series of daring adventures from a secure base	David Brooks
education	education.html	4	quotes	The Opposite of Popularizing Economics	Yanis Varoufakis
education	education.html	4	quotes	Preach a crusade against ignorance	Thomas Jefferson
education	education.html	4	quotes	Preparing Managers to Manage	Matthew Stewart
education	education.html	4	quotes	Prime training for permanent underclasses	John Taylor Gatto
education	education.html	4	quotes	Quality Matters	Dambisa Moyo
education	education.html	4	quotes	Quality of Children vs. Quantity	Margaret Mead
education	education.html	4	quotes	Relieving Ignorance	Matthew Stewart
education	education.html	4	quotes	Ten Commandments for Teachers	Bertrand Russell
education	education.html	4	quotes	To differentiate truth from falsehood	Robert B. Reich
education	education.html	4	quotes	To save man from the morass of propaganda	Martin Luther King Jr.
education	education.html	4	quotes	The US remains astonishingly backward when it comes to education	Anu Partanen
education	education.html	4	quotes	You can simply focus on raising a human being	Anu Partanen
equality	equality.html	4	quotes	Accidents of birth	Anu Partanen
equality	equality.html	4	quotes	Any Love for Justice	James Baldwin
equality	equality.html	4	quotes	The Arc of History	Martin Luther King Jr.
equality	equality.html	4	quotes	By Gifts One Makes Slaves	Peter Freuchen
equality	equality.html	4	quotes	Capitalism as a Market Society	Yanis Varoufakis
equality	equality.html	4	quotes	Capitalism works best in societies where there are high levels of trust	Edward Luce
equality	equality.html	4	quotes	A Coke is a Coke	Andy Warhol
equality	equality.html	4	quotes	The Columbia Disaster	Dennis Stauffer
equality	equality.html	4	quotes	Conscious Improvement for the Masses	Edward Luce
equality	equality.html	4	quotes	Democracy is Worst Form of Government	Winston Churchill
equality	equality.html	4	quotes	Equals	John Lennon
equality	equality.html	4	quotes	ESPN president meets Steve Jobs	Tom Shales and James Andrew Miller
equality	equality.html	4	quotes	The Eternal Struggle for Human Rights	Albert Einstein
